ID,CLASSIFIED,SUMMARY
JCR-4000,NUG, More event stats in EventListenerMBean 
JCR-4001,BUG, When using Node.getProperties(String namePattern) also child nodes are processed 
JCR-4002,BUG,CSRF in Jackrabbit-Webdav using empty content-type (CVE-2016-6801)
JCR-4003,NUG,Release Jackrabbit 2.12.3
JCR-4004,BUG, Log exception in AbstractDataStore.getReferenceFromIdentifier() 
JCR-4005,BUG, TestVFSDataStore.testDeleteRecord() fails occasionally 
JCR-4006,BUG, TestCachingFDS.testDeleteRecord() fails occasionally 
JCR-4007,BUG, CachingDataStore - touching every time on getRecord() was unnecessary 
JCR-4008,NUG, Restore TestCachingFDS.testDeleteRecord() to fix it with disabling AsyncUpload in unit tests 
JCR-4009,NUG,CSRF in Jackrabbit-Webdav (CVE-2016-6801)
JCR-4010,NUG,Release Jackrabbit 2.12.4
JCR-4011,BUG, Query - Jackrabbit Support Needed - on reindexing 
JCR-4012,NUG, Include initial cost in stats for observation processing 
JCR-4013,NUG, Calculate eventConsumerTimeRatio for entire time series 
JCR-4014,NUG,Release Jackrabbit 2.10.4
JCR-4015,BUG, jackrabbit-jcr-commons JcrUtils.getOrCreateByPath fails if session is not allowed to read root 
JCR-4016,NUG, extend path and property filtering of observation event 
JCR-4017,NUG, add ignoresInfo flag to JackrabbitEventFilter 
JCR-4018,NUG, Consistent Async Upload Executor handling in Backend implementations 
JCR-4019,NUG, move httpclient dependency out of parent pom 
JCR-4020,NUG,Release Jackrabbit 2.8.3
JCR-4021,NUG,Release Jackrabbit 2.6.6
JCR-4022,BUG, populate.jsp (standalone) doesn't work due to google ajax api change 
JCR-4023,BUG,[S3DS] Configure failure count in initial migration of blobs from file system to S3
JCR-4024,NUG,Release Jackrabbit 2.4.6
JCR-4025,NUG, Enable animal sniffer plugin 
JCR-4026,NUG,BundleBinding uses JDK 6 runtime methods
JCR-4027,BUG, NPE in JcrRemotingServlet.canHandle() when content-type is missing 
JCR-4028,BUG,Several artifacts of Jackrabbit 2.6.6 are missing in Maven central repository
JCR-4029,NUG,Release Jackrabbit 2.6.7
JCR-4030,NUG,Allow use of Java 7 in Jackrabbit trunk
JCR-4031,BUG, AbstractLocatorFactory: typo in log message 
JCR-4032,NUG, Add jmx EventListenerMBean.getToString() for clearer consolidated listener stats 
JCR-4033,BUG, Session Leak in case of an exception inside the constructor of SessionImpl 
JCR-4034,BUG, Session Leak in case of an exception inside the constructor of SessionImpl 
JCR-4035,NUG, consider supporting parentNodeTypes filtering in observation 
JCR-4036,NUG, Upgrade to latest lucene-core 
JCR-4037,NUG, add includeSubtreeOnDelete flag to JackrabbitEventFilter 
JCR-4038,BUG, NodeLocalNameTest should expect InvalidQueryException for certain incorrect parameters 
JCR-4039,NUG, Queries should reject invalid nodeLocalName parameters 
JCR-4040,NUG,Release Jackrabbit 2.13.4
JCR-4041,BUG,spi2davex: bogus content type charset parameter for application/x-www-form-urlencoded
JCR-4042,NUG, Adding Escape Character in GQL 
JCR-4043,NUG,regression of correction JCR-905
JCR-4044,NUG, Support glob patterns through JackrabbitEventFilter 
JCR-4045,NUG, Improved support for node removals 
JCR-4046,NUG, Improve observation of files 
JCR-4047,BUG,Build fails: jackrabbit-jcr2spi: Signature errors found.
JCR-4048,NUG, add applyOnChild property to JackrabbitEventFilter 
JCR-4049,BUG, BLOBInTempFile deletes underlying file before it can be used 
JCR-4050,NUG,  Allow creation of users with existing password hashes in UserManager 
JCR-4051,NUG,Release Jackrabbit 2.12.5
JCR-4052,BUG,RFC4918DestinationHeaderTest fails with internal server error
JCR-4053,BUG,RFC4918IfHeaderTest test failures
JCR-4054,NUG, DavPropertySet should have type-safe method variants 
JCR-4055,NUG,  Have AuthorizableQueryManager Support Named search with ignorecase 
JCR-4056,BUG, Combining NOT ISDESCENDANTNODE with AND operators does not yield the same result as with OR operators 
JCR-4057,NUG, Improve performance of skipping offset nodes for Lucene queries 
JCR-4058,BUG, missing protectedHandlersConfig.xml in WAR 
JCR-4059,NUG,avoid use of HttpClient3 URI class
JCR-4060,BUG, unintended export versions due to changed defaults in maven bundle plugin 
JCR-4061,NUG, JCR expertise required 
JCR-4062,BUG, Path / data disappearing 
JCR-4063,NUG, Minor improvements in GetSupportedQueryLanguagesTest 
JCR-4064,NUG,Refactor WebDAV related code out of HttpClient3-specific classes for better future re-use
JCR-4065,NUG,Add WebDAV API based on HttpClient4
JCR-4066,NUG,Use HttpClient4 based WebDAV API in remoting code
JCR-4067,NUG,remove HttpClient3 based WebDAV API
JCR-4068,NUG, jcr-commons: get rid of test dependency to json.org JSON parser 
JCR-4069,BUG,jcr2dav: occasional test failure in AccessControlManagerImplTest.testAddingFourAccessControlEntries
JCR-4070,NUG,Release Jackrabbit 2.13.5
JCR-4071,NUG,Release Jackrabbit 2.14
JCR-4072,BUG, Creation of marker file fails when parent folder does not exist in CachingDataStore 
JCR-4073,BUG, jackrabbit-data: occasional test failures in TestLocalCache.testAutoPurge 
JCR-4074,NUG,jackrabbit-jcr2dav: add system property to disable davex support for testing
JCR-4075,NUG,Release Jackrabbit 2.12.6
JCR-4076,NUG,no test coverage for JCR-2582
JCR-4077,NUG, Change vfs ext test cases not to depend on http client 
JCR-4078,BUG, occasional test failure in GarbageCollectorTest.testSimultaneousRunGC 
JCR-4079,BUG, incorrect PROPPATCH response error handling 
JCR-4081,NUG,Upgrade Apache Commons IO to 2.5
JCR-4082,NUG,Release Jackrabbit 2.13.6
JCR-4083,NUG,Upgrade Apache Commons Collections to v3.2.2
JCR-4084,NUG, decide on frozen export version numbers 
JCR-4085,NUG, DavEx json should always add type information for Doubles 
JCR-4086,NUG,spi2dav: code reformat to reduce scope of changes for JCR-4066
JCR-4087,NUG,Release Jackrabbit 2.13.7
JCR-4088,NUG,branch Jackrabbit 2.14
JCR-4089,NUG,Release Jackrabbit 2.14.0
JCR-4090,NUG,Fix Javadoc for JDK 1.8 doctool compliance
JCR-4091,BUG, Jackrabbit error when deleting reports 
JCR-4092,NUG, avoid use of deprecated interface JcrValueType 
JCR-4093,BUG, IndexRule are meant to be applied based on both primaryType and mixin type based inheritance. Currently it appears that only primaryType based inheritance is working 
JCR-4094,NUG,Fix Javadoc for JDK 1.8 doctool compliance - remove TCK related custom tags
JCR-4095,NUG,Release Jackrabbit 2.15.0
JCR-4096,NUG, stop using deprecated GenericRepositoryFactory 
JCR-4097,NUG,Release Jackrabbit 2.10.5
JCR-4098,NUG,Create OSGi Bundles from jackrabbit-spi2dav and jackrabbit-jcr2dav libraries
JCR-4099,NUG,Export org.apache.jackrabbit.jcr2spi package from jackrabbit-jcr2spi bundle
JCR-4100,NUG, jackrabbit-webdav: Scope implements equals() but not hashCode() 
JCR-4101,NUG, add code coverage profile (jacoco) 
JCR-4102,BUG,jcr2dav: change polling thread sometimes dies with NPE
JCR-4103,NUG,Release Jackrabbit 2.8.4
JCR-4104,NUG, cleanup how command lines for test executions are constructed 
JCR-4105,NUG, publish API docs 
JCR-4106,NUG, fix JCR API docs link 
JCR-4107,NUG,Upgrade to httpclient 4.5.3
JCR-4108,NUG,Release Jackrabbit 2.4.7
JCR-4109,NUG,Release Jackrabbit 2.6.8
JCR-4110,BUG, The JackrabbitQueryParser uses the wrong Lucene-Version in its initializing 
JCR-4111,BUG, Issue with Jack Rabbit Repository 
JCR-4112,NUG,Require Java 8
JCR-4113,NUG,Release Jackrabbit 2.8.5
JCR-4115,NUG,Don't use SHA-1 for new DataStore binaries (Jackrabbit)
JCR-4116,BUG, SharedItemStateManager.getNonVirtualItemState is over-synchronized 
JCR-4117,NUG,Release Jackrabbit 2.15.1
JCR-4118,BUG, RepositoryChecker creates invalid node names 
JCR-4119,NUG,Upgrade httpcomponents/httpmime to 4.5.3
JCR-4120,BUG,"Spi2DavexRepositoryServiceImpl always hardcodes the default workspace name to ""default"""
JCR-4121,BUG, ConcurrentModificationException in InternalVersionHistoryImpl.fixLegacy() 
JCR-4122,NUG, align parent pom references with Oak 
JCR-4123,BUG,No log file found containing revision: 0
JCR-4124,NUG,Release Jackrabbit 2.12.7
JCR-4125,BUG,Not able to upload a large file (2 GB) via Jackrabbit to an MS SQL Server 2014 Database.
JCR-4126,BUG, Shared FileDataStore throws exception if two processes try to add the same file concurrently 
JCR-4127,NUG,update to latest apache parent pom (18)
JCR-4128,NUG,update maven plugins and require Maven 3.2.1
JCR-4129,NUG, get rid of unused org.json dependency 
JCR-4130,BUG, Can't add a file 
JCR-4131,NUG,JDK 9 support
JCR-4132,NUG,Release Jackrabbit 2.15.2
JCR-4133,NUG,fix javadoc problems that are errors with JDK8
JCR-4134,NUG, update build instructions wrt Java versions 
JCR-4135,BUG, potential NPE in FSBackend 
JCR-4136,NUG,Release Jackrabbit 2.14.1
JCR-4137,NUG,Release Jackrabbit 2.15.3
JCR-4138,BUG,Not able to upload a large file (2 GB) via Jackrabbit to an Oracle Database
JCR-4139,NUG,Update commons-fileupload dependency to 1.3.2
JCR-4140,NUG,Update easymock dependency to 3.4
JCR-4142,NUG,update junit dependency to 4.12
JCR-4143,NUG,update findbugs dependency to 3.0.2
JCR-4144,BUG, JackrabbitAccessControlList should have an API boolean isMultiValueRestriction(restrictionName) 
JCR-4145,NUG,upgrade clirr plugin to 2.8
JCR-4146,BUG, json extension is removed by AbstractWebdavServlet on COPY request 
JCR-4147,BUG, clirr profile needs to use sensible baselines 
JCR-4148,NUG, revert update of findbugs 
JCR-4149,BUG,change to drop SHA-1 requires version change
JCR-4150,NUG, enable bundle:baseline check 
JCR-4151,NUG, remove clirr profile in branches where bundle:baseline is used 
JCR-4152,NUG,Release Jackrabbit 2.15.4
JCR-4153,NUG, Switch to OSGi annotations 
JCR-4154,BUG, davex upload of binaries broken 
JCR-4155,NUG,Release Jackrabbit 2.14.2
JCR-4156,NUG,Release Jackrabbit 2.10.6
JCR-4157,NUG, jackrabbit-jcr-server: code cleanup 
JCR-4158,BUG, jackrabbit-server doesn't handle content-codings properly 
JCR-4159,NUG, push down code to where/until it's needed 
JCR-4160,NUG, simplify char encoding by using StandardCharsets 
JCR-4161,NUG, Information on encryption methodology of Jack Rabbit Repository 
JCR-4162,NUG,Release Jackrabbit 2.4.8
JCR-4163,NUG,Retire Jackrabbit 2.4
JCR-4164,NUG, add test coverage for content codings 
JCR-4165,BUG,WebDAV servlet: reject unknown/unsupported content codings with 4xx status code
JCR-4166,NUG, support GZIP content coding in requests 
JCR-4167,NUG,signal support for GZIP content coding as per RFC 7694
JCR-4168,NUG, use gzip content coding in requests when server supports it 
JCR-4169,NUG, make WebdavServerTests run automatically 
JCR-4170,NUG,Release Jackrabbit 2.15.5
JCR-4171,BUG, Conditions that are always true. 
JCR-4172,BUG, JCAManagedConnection only considers the most recent handle when getting session 
JCR-4173,BUG, Unable to receive observation events when connecting via DavEx 
JCR-4174,BUG,lock resource deadlock when using mssql2016
JCR-4175,NUG,Release Jackrabbit 2.6.9
JCR-4176,BUG,misleading documentation for ISO9075.encode()
JCR-4177,NUG, move Mockito version to parent pom 
JCR-4178,BUG, Mismatch between Event.getInfoMap use in Oak and JCR remoting 
JCR-4179,BUG,Test failures with Java 9 when using javax.imageio.spi.ServiceRegistry
JCR-4180,NUG,Release Jackrabbit 2.15.6
JCR-4181,NUG,Release Jackrabbit 2.14.3
JCR-4182,NUG, new release checksum requirements 
JCR-4183,BUG,Jackrabbit standalone jar isn't working under JDK 8
JCR-4184,NUG, migrate from org.mortbay.jetty to org.eclipse.jetty 
JCR-4185,BUG,spi2dav URIResolverImpl should check status code before attempting to parse multistatus
JCR-4186,NUG, Use current Derby version 
JCR-4187,NUG,Release Jackrabbit 2.8.6
JCR-4188,NUG, avoid use of sun.security.acl.GroupImpl in PrincipalManagerTest 
JCR-4189,BUG,Jackrabbit should compile & test on Java 9
JCR-4190,BUG,maven-assembly-plugin:2.6:single failing with Java 9
JCR-4191,BUG,baseline checks fails for jackrabbit-webdav under Java 9
JCR-4192,BUG, Issue with retrieving reports from JackRabbit Repository 
JCR-4193,NUG,Release Jackrabbit 2.12.8
JCR-4194,BUG, Can't store nodes on mysql db 
JCR-4195,BUG,"jcr-rmi on java 9: Cannot use SUN rmic, as it is not available"
JCR-4196,NUG,update surefire and failsafe plugins for use with java 9
JCR-4197,BUG, Error running Apache Jackrabbit GarbageCollector 
JCR-4198,BUG, Occasional test failures in GarbageCollectorTest.testSimultaneousRunGC 
JCR-4199,BUG,oak-solr-core test failures with java 9
JCR-4200,NUG,javax.transaction.UserTransaction hidden by surefire plugin in with Java 9
JCR-4201,NUG,Release Jackrabbit 2.15.7
JCR-4202,NUG, History of API changes for Jackrabbit Core 
JCR-4203,BUG,Standalone server web ui 500 error ClassFormatException
JCR-4204,NUG,Release Jackrabbit 2.16.0
JCR-4205,NUG,Upgrade JTA dependency to javax.transaction-api 1.2
JCR-4206,NUG, Switch to official OSGi versioning annotations 
JCR-4207,NUG,Use Derby 10.14.1.0
JCR-4208,NUG,Release Jackrabbit 2.14.4
JCR-4209,BUG, Impossible to get the object - the query returns more than one object 
JCR-4210,NUG, Synonym Provider with MemoryFileSystem 
JCR-4211,NUG,Release Jackrabbit 2.15.8
JCR-4212,NUG,add SHA512 checksums to releases
JCR-4213,NUG, It is useful to return an error code with DataStoreException when a record is not found 
JCR-4215,BUG,Use Tika version 1.17
JCR-4216,NUG,Branch 2.16
JCR-4217,NUG,Release Jackrabbit 2.17.0
JCR-4218,NUG, switch bundle comparisonVersion 
JCR-4219,NUG, Specify versions for maven plugins used in build for ensuring stable builds 
JCR-4220,NUG, check-releases.sh should force bash usage 
JCR-4221,NUG,Upgrade Apache HttpComponents to 4.5.4
JCR-4222,BUG,Document reduced RMI interop with older servers after java-9 related changes
JCR-4223,NUG,Upgrade commons-fileupload dependency to 1.3.3
JCR-4224,NUG,Upgrade tomcat-servlet dependency to 7.0.82
JCR-4225,NUG,Upgrade commons-chains dependency to 1.2
JCR-4226,NUG,Upgrade tika-parsers dependency to 1.16
JCR-4227,NUG,Release Jackrabbit 2.10.7
JCR-4228,NUG,Update Oak dependency to latest 1.0 stable release
JCR-4229,NUG, Remove Oak dependency in webapp 
JCR-4230,NUG, Move -webapp and -standalone to examples 
JCR-4231,NUG,Upgrade aws-java-sdk-s3 dependency to 1.11.241
JCR-4232,BUG, GQL: Unexpected/strange behavior when searching for wildcards on property names 
JCR-4233,NUG,Update H2DB test dependency
JCR-4234,BUG, Using LOWER(NAME()) and OR shows UnsupportedRepositoryException 
JCR-4235,NUG,Release Jackrabbit 2.8.7
JCR-4236,NUG, remove obsolete textFilterClasses config parameters 
JCR-4237,BUG, cleanup throws clauses of private methods 
JCR-4238,NUG, use StandardCharsets to avoid having to handle UnsupportedEncodingException 
JCR-4239,NUG, Suppress Tika startup warnings 
JCR-4240,BUG,IndexingQueueTest relies on Tika behavior that is changed in Tika 1.17
JCR-4241,BUG, Jacoco plugin fails with exception 
JCR-4242,BUG, Build failure: unapproved license 
JCR-4243,NUG, update htmlunit test dependency 
JCR-4244,NUG,Upgrade tomcat dependency to 8.5.24
JCR-4246,NUG,"java.security.acl deprecated in Java 10, marked for removal in Java 12"
JCR-4247,NUG, Update commons-io dependency 
JCR-4248,NUG,Upgrade httpcore dependency to 4.4.9
JCR-4249,NUG, Introduce replacement for java.security.acl.Group 
JCR-4250,NUG, remove guava dependency 
JCR-4251,NUG,Release Jackrabbit 2.17.1
JCR-4252,NUG,Upgrade httpclient dependency to 4.5.5
JCR-4253,NUG, RepositoryConfig: add some handling for mkdir failure 
JCR-4254,NUG,"Update Logback version to >= 1.2.0, SLF4J accordingly"
JCR-4255,NUG, DocOrderScoreNodeIterator: avoid IllegalArgumentException: Comparison method violates its general contract 
JCR-4256,NUG, create announcement mail template for releases 
JCR-4257,NUG,Release Jackrabbit 2.16.1
JCR-4258,NUG, Remove SimpleJBossAccessManager in preparation of upcoming acl changes 
JCR-4259,NUG, remove SimpleJbossAccessManager 
JCR-4260,BUG," jackrabbit-filevault-package-maven-plugin analyze-classes mojo can fail with ""Access denied"" or ""...target/classes is a directory"" "
JCR-4261,NUG, webapp: align jsons-simple dependencies internally and with oak 
JCR-4262,NUG, jcr-server: align org.apache.felix.scr.annotations with oak 
JCR-4263,NUG," jcr-server, jackrabbit-bundle: align org.osgi dependencies with oak "
JCR-4264,NUG, jackrabbit-standalone: align commons-cli dependency with oak 
JCR-4265,NUG, Utility for dependency comparisons 
JCR-4266,NUG,Update servlet-api to 2.5
JCR-4267,BUG,ISO8601.parse should support timezone designators in the form ±hhmm and ±hh
JCR-4268,NUG, Update release notes of old branches with pointer to roadmap 
JCR-4269,NUG,Release Jackrabbit 2.6.10
JCR-4270,NUG,Retire Jackrabbit 2.6
JCR-4271,NUG,Remove redundant JavaDoc link to Java 7 API
JCR-4272,NUG,Upgrade surefire and failsafe plugins to 2.21.0
